Word,Video_Count
great,12
greece,12
demand,12
guess,12
guitar,12
fail,12
freeze,12
experience,12
elevator,12
depend,12
desert,12
develop,12
dictionary,12
doll,12
duty,12
easter,12
egypt,12
desk,12
email,12
end,12
enter,12
europe,12
event,12
program,11
operate,11
opinion,11
other,11
pass,11
pillow,11
prepare,11
pretty,11
priest,11
queen,11
promise,11
put,11
reject,11
quit,11
rest,11
radio,11
require,11
rat,11
nose,11
often,11
limit,11
neutral,11
maybe,11
lecture,11
rise,11
island,11
lesson,11
lion,11
listen,11
march,11
math,11
mechanic,11
nervous,11
mom,11
mouse,11
much,11
muscle,11
museum,11
must,11
mustache,11
negative,11
retire,11
wine,11
rough,11
upset,11
television,11
to,11
together,11
translate,11
triangle,11
turtle,11
underwear,11
up,11
violin,11
sunrise,11
volunteer,11
warm,11
warn,11
wash,11
witness,11
wood,11
zero,11
inside,11
swallow,11
summon,11
see,11
skinny,11
seem,11
send,11
sew,11
sheep,11
shine,11
shock,11
should,11
silent,11
skirt,11
stupid,11
sky,11
sour,11
special,11
spirit,11
staff,11
stand,11
steal,11
stop,11
insurance,11
cancel,11
independent,11
brag,11
blame,11
boat,11
body,11
borrow,11
boss,11
bother,11
bottle,11
bottom,11
build,11
benefit,11
bus,11
butter,11
calm,11
candle,11
cards,11
choice,11
comb,11
comfortable,11
bite,11
beg,11
cover,11
angry,11
in,11
exchange,11
add,11
airplane,11
already,11
also,11
analyze,11
and,11
appear,11
baseball,11
arm,11
army,11
arrest,11
asia,11
ask,11
attract,11
bald,11
barely,11
conflict,11
attitude,11
group,11
grandmother,11
forest,11
france,11
frog,11
funny,11
goal,11
golf,11
gone,11
gossip,11
grapes,11
feedback,11
guilty,11
hamburger,11
hate,11
head,11
her,11
horse,11
ignore,11
deodorant,11
fold,11
garage,11
fear,11
eagle,11
dessert,11
destroy,11
diamond,11
dollar,11
drawer,11
fact,11
drunk,11
duck,11
during,11
dream,11
early,11
exercise,11
expert,11
experiment,11
impossible,11
excited,11
every,11
equal,11
procrastinate,10
rehearse,10
protect,10
project,10
provide,10
psychology,10
punish,10
puzzled,10
question,10
quick,10
rainbow,10
rake,10
prove,10
mad,10
remove,10
revenge,10
review,10
rich,10
roof,10
rooster,10
rude,10
say,10
scientist,10
scotland,10
screwdriver,10
second,10
printer,10
senate,10
private,10
neck,10
print,10
presentation,10
service,10
memorize,10
minus,10
monday,10
mountain,10
mouth,10
mushroom,10
napkin,10
next,10
open,10
overwhelm,10
owe,10
page,10
pain,10
parade,10
parents,10
perfect,10
period,10
philosophy,10
photographer,10
place,10
policy,10
popular,10
pray,10
predict,10
separate,10
two,10
shrimp,10
umbrella,10
their,10
then,10
thing,10
third,10
thousand,10
three,10
tie,10
topic,10
touch,10
tournament,10
try,10
type,10
vegetable,10
shy,10
vocabulary,10
waste,10
we,10
wear,10
weekly,10
welcome,10
winter,10
without,10
wolf,10
worm,10
wristwatch,10
yourself,10
tennis,10
telephone,10
team,10
taste,10
side,10
situation,10
slave,10
soccer,10
socks,10
solid,10
sometimes,10
spider,10
spin,10
square,10
stairs,10
stare,10
start,10
store,10
straw,10
structure,10
suggest,10
lunch,10
support,10
suppose,10
sure,10
surprise,10
sweater,10
swim,10
symbol,10
machine,10
sun,10
lousy,10
community,10
care,10
carry,10
celebrate,10
certificate,10
chain,10
chance,10
character,10
chase,10
classroom,10
clear,10
climb,10
command,10
complain,10
divide,10
compromise,10
contribute,10
cop,10
couch,10
cracker,10
curious,10
curriculum,10
dad,10
deny,10
describe,10
diaper,10
disagree,10
caption,10
camp,10
camera,10
busy,10
across,10
actor,10
agree,10
alarm,10
allergy,10
almost,10
announce,10
apartment,10
attention,10
audience,10
august,10
autumn,10
away,10
beautiful,10
become,10
below,10
best,10
bet,10
bicycle,10
biology,10
boyfriend,10
break,10
bridge,10
brush,10
building,10
dissolve,10
river,10
dolphin,10
interpret,10
gum,10
half,10
hawaii,10
herself,10
highway,10
homework,10
honor,10
ice cream,10
if,10
increase,10
india,10
information,10
interview,10
goodbye,10
invite,10
israel,10
loud,10
jesus,10
keep,10
keyboard,10
land,10
lawyer,10
lead,10
lesbian,10
line,10
double,10
grow,10
lock,10
goat,10
exact,10
gloves,10
dumb,10
earth,10
earthquake,10
eight,10
embarrass,10
emotion,10
encourage,10
energy,10
enough,10
evaluate,10
evidence,10
doubt,10
exaggerate,10
fancy,10
favorite,10
finally,10
fox,10
french,10
fruit,10
function,10
germany,10
gather,10
expect,10
recognize,9
replace,9
repeat,9
relationship,9
refuse,9
pumpkin,9
realize,9
race,9
purpose,9
represent,9
proof,9
mainstream,9
report,9
rob,9
request,9
result,9
reveal,9
ring,9
rock,9
role,9
rope,9
rush,9
salute,9
satisfy,9
search,9
pregnant,9
sensitive,9
selfish,9
prevent,9
only,9
positive,9
popcorn,9
manager,9
major,9
seven,9
maximum,9
me,9
mexico,9
middle,9
mind,9
misunderstand,9
monster,9
multiply,9
myself,9
nothing,9
october,9
odd,9
offer,9
on,9
opposite,9
overlook,9
path,9
percent,9
physics,9
piano,9
pick,9
pie,9
plate,9
pocket,9
serve,9
tale,9
shampoo,9
she,9
through,9
tiptoe,9
title,9
tooth,9
toothbrush,9
total,9
tough,9
tradition,9
trophy,9
trouble,9
TRUE,9
trust,9
under,9
verb,9
wall,9
watermelon,9
way,9
weird,9
while,9
wide,9
willing,9
wish,9
wonderful,9
long,9
workshop,9
worse,9
wrench,9
they,9
thankful,9
terrible,9
sneeze,9
shelf,9
shopping,9
sign language,9
similar,9
sing,9
six,9
skeleton,9
sketch,9
skill,9
sleepy,9
slip,9
smell,9
snob,9
teeth,9
specific,9
stamp,9
steel,9
strawberry,9
subtract,9
subway,9
suffer,9
surface,9
sweep,9
swing,9
switzerland,9
tan,9
magic,9
out,9
lonely,9
commute,9
chemistry,9
cherry,9
china,9
chop,9
christian,9
cigarette,9
clever,9
clown,9
coach,9
coat,9
cochlear implant,9
coconut,9
common,9
control,9
discover,9
count,9
culture,9
daily,9
defend,9
degree,9
demonstrate,9
department,9
die,9
dig,9
dinner,9
dinosaur,9
diploma,9
director,9
cent,9
catholic,9
category,9
card,9
ocean,9
linguistics,9
diarrhea,9
cost,9
thermometer,9
above,9
accomplish,9
adopt,9
advantage,9
alphabet,9
anniversary,9
another,9
appropriate,9
arrogant,9
artist,9
background,9
bee,9
behavior,9
bell,9
birth,9
bless,9
blood,9
boots,9
brave,9
bright,9
bull,9
butterfly,9
disconnect,9
breathe,9
don't want,9
gray,9
habit,9
health,9
hearing aid,9
heaven,9
heavy,9
helmet,9
hide,9
high school,9
hockey,9
hold,9
honest,9
hug,9
hunt,9
influence,9
interesting,9
interpreter,9
iran,9
italy,9
jewish,9
judge,9
key,9
label,9
leaf,9
left,9
drum,9
lend,9
less,9
guide,9
image,9
gorilla,9
flexible,9
electrician,9
glass,9
empty,9
england,9
establish,9
excuse,9
eyeglasses,9
faculty,9
educate,9
famous,9
farm,9
fence,9
fix,9
fall in love,9
flirt,9
funeral,9
give up,9
ghost,9
general,9
gallaudet,9
furniture,9
each,9
fun,9
fork,9
flood,9
four,9
praise,8
priority,8
principal,8
pressure,8
prefer,8
preacher,8
preach,8
pound,8
pour,8
plant,8
position,8
politics,8
pity,8
plenty,8
piece,8
physician,8
pneumonia,8
relate,8
professional,8
professor,8
responsible,8
resign,8
pet,8
ridiculous,8
reputation,8
rent,8
remote control,8
relax,8
referee,8
refer,8
reduce,8
recent,8
receive,8
quote,8
proud,8
prostitute,8
promote,8
philadelphia,8
mature,8
personality,8
lipstick,8
mix,8
microphone,8
metal,8
message,8
member,8
manage,8
local,8
lip,8
motor,8
lightning,8
lift,8
laptop,8
knock,8
kick,8
robot,8
kneel,8
monthly,8
nation,8
perfume,8
owl,8
peanut butter,8
peace,8
pay attention,8
parallel,8
paragraph,8
parachute,8
p,8
over,8
nickel,8
organize,8
once,8
octopus,8
nut,8
november,8
normal,8
nineteen,8
road,8
tranquil,8
rubber,8
theme,8
tornado,8
tonight,8
tongue,8
tissue,8
throat,8
this,8
thick,8
them,8
transform,8
theater,8
thailand,8
tender,8
temple,8
technology,8
take up,8
take turns,8
tower,8
tutor,8
swimsuit,8
whale,8
kangaroo,8
wrap,8
worthless,8
worker,8
wonder,8
within,8
whatever,8
weight,8
twin,8
wash face,8
wander,8
wallet,8
wake up,8
waiter,8
visitor,8
value,8
sympathy,8
sweden,8
safe,8
shoulder,8
skunk,8
skin,8
skate,8
size,8
siren,8
simple,8
silver,8
shave,8
smooth,8
shame,8
several,8
september,8
senior,8
scold,8
sausage,8
sauce,8
slice,8
snack,8
surgeon,8
spell,8
stretch,8
still,8
sticky,8
statistics,8
standard,8
spring,8
spoon,8
speed,8
snowman,8
speak,8
spanish,8
south america,8
sore throat,8
song,8
someone,8
society,8
karate,8
network,8
june,8
bully,8
camping,8
calculus,8
calculator,8
calculate,8
cabinet,8
cabbage,8
button,8
bug,8
careless,8
broke,8
brief,8
bra,8
bone,8
blend,8
bike,8
bible,8
canoe,8
ceiling,8
beginning,8
confront,8
court,8
contract,8
constitution,8
conquer,8
connect,8
congress,8
confused,8
concern,8
cemetery,8
concept,8
company,8
come here,8
come,8
circle,8
choir,8
chapter,8
belief,8
battle,8
cross,8
active,8
ahead,8
agenda,8
against,8
afraid,8
affect,8
address,8
activity,8
action,8
alcohol,8
accountant,8
able,8
abdomen,8
a lot,8
a,8
responsibility,8
joke,8
aim,8
algebra,8
babysitter,8
around,8
b,8
awake,8
average,8
authority,8
attend,8
assistant,8
article,8
archery,8
all day,8
april,8
appreciate,8
appetite,8
apostrophe,8
apart,8
angle,8
amazing,8
crab,8
auction,8
cruel,8
federal,8
grass,8
grandma,8
gold,8
girlfriend,8
german,8
geography,8
generation,8
gasoline,8
gas,8
gamble,8
french fries,8
free,8
fourth,8
forever,8
forbid,8
flute,8
florida,8
grow up,8
gun,8
hard of hearing,8
instead,8
january,8
crush,8
jail,8
involve,8
interrupt,8
international,8
institute,8
insect,8
hippopotamus,8
innocent,8
infection,8
include,8
identify,8
hurricane,8
honey,8
his,8
final,8
haircut,8
february,8
diabetes,8
date,8
december,8
dizzy,8
dismiss,8
disgust,8
dirt,8
dime,8
determine,8
dormitory,8
detach,8
depressed,8
deposit,8
defeat,8
deduct,8
decrease,8
farmer,8
dorm,8
document,8
downstairs,8
erase,8
fake,8
eyes,8
eye,8
expand,8
everyday,8
evening,8
economy,8
eternity,8
education,8
engineer,8
engagement,8
engage,8
eighteen,8
envelope,8
effort,8
post,7
pickle,7
pilot,7
player,7
potential,7
polar bear,7
policeman,7
poverty,7
poop,7
phrase,7
pause,7
permit,7
penny,7
pennsylvania,7
penalty,7
peel,7
pear,7
peaceful,7
precipitation,7
part,7
painter,7
pack,7
precious,7
pursue,7
precise,7
preschool,7
quarrel,7
our,7
quality,7
quarter,7
r,7
q,7
put off,7
pure,7
purchase,7
publish,7
public,7
psychologist,7
proper,7
propaganda,7
progress,7
profit,7
process,7
principle,7
princess,7
prince,7
pride,7
overcome,7
loan,7
oral,7
look at,7
military,7
midnight,7
microscope,7
mention,7
melt,7
melody,7
meaning,7
m,7
lord,7
look for,7
little bit,7
or,7
license,7
librarian,7
liability,7
let,7
legal,7
leak,7
league,7
rather,7
leader,7
laundry,7
mine,7
mistake,7
mock,7
moose,7
olympics,7
odor,7
occur,7
obtain,7
obsess,7
objective,7
o,7
nun,7
numerous,7
notice,7
not yet,7
northwest,7
nine,7
new york,7
negotiate,7
necessary,7
narrow,7
n,7
murder,7
motivate,7
mosquito,7
rage,7
truth,7
real,7
ten,7
tolerate,7
toilet paper,7
tobacco,7
thrill,7
therefore,7
than,7
text,7
texas,7
testify,7
tend,7
tempt,7
stir,7
telescope,7
talent,7
t,7
swimming,7
suspend,7
surrender,7
superman,7
sunshine,7
sue,7
stuck,7
torture,7
towel,7
trip,7
lamp,7
wheelchair,7
weigh,7
waterfall,7
washington,7
w,7
volleyball,7
vlog,7
visualize,7
viewpoint,7
vice president,7
very,7
vampire,7
valley,7
vague,7
vacant,7
v,7
upstairs,7
unique,7
u,7
tv,7
turn,7
stitch,7
sting,7
recliner,7
roar,7
sculpture,7
scream,7
scan,7
saw,7
salary,7
s,7
ruin,7
rose,7
roommate,7
robber,7
retreat,7
stepfather,7
restroom,7
resist,7
rescue,7
reply,7
rely,7
relief,7
release,7
regular,7
recover,7
recommend,7
sea,7
seldom,7
sequence,7
settle,7
stadium,7
squeeze,7
sprint,7
spread,7
spit,7
spill,7
soul,7
somewhere,7
something,7
someday,7
solve,7
soldier,7
sofa,7
smoking,7
skip,7
ski,7
sixteen,7
singer,7
sin,7
shovel,7
shout,7
last week,7
drama,7
lady,7
cheerleader,7
comma,7
collect,7
clumsy,7
clueless,7
closet,7
click,7
christ,7
choke,7
chicago,7
chemical,7
carnival,7
kindergarten,7
captain,7
cannot,7
candidate,7
camel,7
bye,7
bush,7
burp,7
buffalo,7
brochure,7
bribe,7
comment,7
commit,7
committee,7
common sense,7
damage,7
d,7
customer,7
curtain,7
cuba,7
crown,7
crocodile,7
create,7
crave,7
counselor,7
counsel,7
cooperate,7
convert,7
conversation,7
contest,7
consume,7
construct,7
consider,7
congratulations,7
concentrate,7
compete,7
breeze,7
breakfast,7
breakdown,7
assume,7
arizona,7
approach,7
anyway,7
annoy,7
anatomy,7
amputate,7
alligator,7
aid,7
agreement,7
adverb,7
advanced,7
admit,7
admire,7
adjust,7
adjective,7
adapt,7
act,7
accent,7
united states,7
complete,7
shoot,7
assist,7
attorney,7
brain,7
audiologist,7
braid,7
boxing,7
bookstore,7
bookshelf,7
boil,7
boast,7
blow,7
binoculars,7
between,7
beside,7
berry,7
battery,7
basic,7
baptize,7
bank,7
aware,7
award,7
available,7
author,7
austria,7
audiology,7
dancer,7
danger,7
dangerous,7
geometry,7
hanukkah,7
hang up,7
h,7
gymnastics,7
grey,7
grateful,7
graduation,7
grab,7
gift,7
get up,7
gay,7
dawn,7
gang,7
g,7
from now on,7
freeway,7
former,7
forgive,7
fool,7
flatter,7
five,7
firefighter,7
heap,7
heart attack,7
hill,7
holy,7
kid,7
k,7
july,7
joy,7
journey,7
jewelry,7
j,7
iron,7
ireland,7
intersection,7
inspire,7
inspect,7
individual,7
impact,7
illegal,7
ill,7
i,7
human,7
hot dog,7
host,7
hop,7
fire,7
fingerspell,7
finance,7
dull,7
drug,7
dragon,7
drag,7
done,7
division,7
disturb,7
disgusted,7
discount,7
discipline,7
dining room,7
difficult,7
dice,7
devil,7
detective,7
design,7
descend,7
democrat,7
deliver,7
debt,7
debate,7
death,7
due,7
dusk,7
festival,7
dvd,7
familiar,7
fairy,7
f,7
express,7
explode,7
exhibit,7
except,7
everything,7
every tuesday,7
every monday,7
whistle,7
eraser,7
enormous,7
engine,7
emergency,7
else,7
elementary,7
electricity,7
either,7
e,7
dye,7
caterpillar,6
